sample,outcome,model,term,coef,se,pvalue,n_obs,r_squared
childless_25_44,log_annual_earnings_real,fertility_risk,race_ethnicity_white_non_hispanic,0.14889581057074008,0.01143628630499687,9.517450737543078e-39,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_1.0,0.00029098143388239794,0.23281266482266066,0.9990027626244107,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_2.0,0.19965391847451475,0.2332745695055239,0.3920669640972495,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_3.0,-0.5922879461433599,0.38104304059605515,0.1200926145420477,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_4.0,0.17460507301602834,0.23277598319964307,0.45319510469446717,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_5.0,0.003125356819323466,0.2329031778546327,0.989293410748202,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_6.0,0.1903513606566467,0.23271818272139194,0.41338705030103773,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_8.0,0.20587973594338016,0.23277040411025265,0.37643969917194553,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_9.0,0.20386722082369924,0.23282777826997222,0.3812401617720619,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_10.0,0.19658440702678126,0.23314712530556606,0.3991293346466952,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_11.0,0.5015687867370974,0.2329390138258307,0.031301618906466155,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_12.0,0.10135140776740398,0.23272930408286058,0.6632064804703449,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_13.0,0.1253945927294169,0.2327490666473975,0.5900563924683778,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_15.0,0.11812859965705336,0.23299623173446063,0.6121563750601141,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_16.0,-0.03732495641295226,0.23302909960910595,0.8727448670370183,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_17.0,0.1719373989537033,0.2327405346482722,0.4600580859894844,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_18.0,0.05564817548146095,0.23278498753032026,0.8110637691311914,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_19.0,0.05145653018762747,0.23288481824556767,0.8251292927875026,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_20.0,0.03193276867203251,0.2328939931545635,0.890941583345394,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_21.0,0.0045097799451940535,0.23283006285213861,0.9845464193608813,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_22.0,-0.007215403063097356,0.2328151401868663,0.9752759370729052,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_23.0,0.07910818410015266,0.2330536750356403,0.7342769045011078,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_24.0,0.2632000539764138,0.23277192276745404,0.2581728226646752,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_25.0,0.27099493859363033,0.23276001453709383,0.24431579324668795,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_26.0,0.03868509831187833,0.23275725303598271,0.8679967342529775,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_27.0,0.18409758464963744,0.2327860752533105,0.42903488165195564,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_28.0,-0.0422371179862857,0.23290421649595133,0.8560930968749906,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_29.0,0.05783780886690572,0.23278704486869792,0.8037800821352694,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_30.0,-0.028042222112252324,0.2331545391149804,0.9042668201863374,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_31.0,0.08771799340367711,0.23298116051188858,0.7065434025945002,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_32.0,0.18876548818987005,0.2328443595008292,0.4175416515512807,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_33.0,0.2022351173520216,0.23302879850177532,0.38547408078429585,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_34.0,0.26271623858296556,0.23275490222948209,0.25901412651566086,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_35.0,-0.03009834084806351,0.23296087344195826,0.8972001080170062,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_36.0,0.264814106799943,0.2327270867154667,0.2551732875799013,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_37.0,0.07511254909211638,0.23275094523427073,0.7469100735354676,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_38.0,0.1426849149757477,0.23335189856119387,0.5408964319817569,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_39.0,0.08367471660093873,0.23275039131920153,0.7192180772386627,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_40.0,0.019624272842877565,0.23284636798725541,0.9328338908398747,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_41.0,0.10048630476722599,0.23280221620704988,0.6660045352674365,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_42.0,0.1345241614110641,0.23274336203516177,0.563268570541465,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_44.0,0.1769610471775171,0.23307955852869902,0.44771497487001466,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_45.0,0.0542756343773427,0.2328002404745429,0.815650774190945,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_46.0,0.04222802318648917,0.23335465176579925,0.8563984433179385,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_47.0,0.0660938970421535,0.23277629571065278,0.7764583944104418,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_48.0,0.15723107531403596,0.23272475753040656,0.49928867227541857,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_49.0,0.10160003558171005,0.23286640349110138,0.6626178303780277,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_50.0,0.06472060206356599,0.23337638498289678,0.7815322643993508,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_51.0,0.2070847373144301,0.23275565001881168,0.37362245283294115,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_53.0,0.24727808500362364,0.23276084281567333,0.2880680348163841,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_54.0,-0.06823610150080109,0.23302833290347932,0.7696573404149744,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_55.0,0.13668610010827598,0.23278935175273416,0.5570920108249753,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_56.0,0.004138817165505938,0.23361299900426707,0.9858649776115413,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_76.0,-0.25327510396765845,0.7188838170469192,0.7246004752456697,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,state_fips_166.0,-0.8477640621734829,0.8977435504499796,0.3450024039395697,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,marital_status_married,0.1692164188048625,0.0033644896193013854,0.0,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,marital_status_never_married,0.12989924882211357,0.06213992658902579,0.036579255167131224,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,marital_status_separated,-0.09172037812017075,0.006400723571148733,1.4386886908548803e-46,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,marital_status_unknown,0.002089749432333518,0.06578779999739952,0.9746594635309567,1373644,0.1934966198210969
childless_25_44,log_annual_earnings_real,fertility_risk,marital_status_widowed,-0.03978650191722627,0.012096075946282165,0.0010047250334907262,1373644,0.1934966198210969
childless_25_44,usual_hours_week,fertility_risk,const,9.547477887184352,1.3567307371232675,1.9634403615747667e-12,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,female,9.547554500793185,1.3701175909219458,3.2066388600640604e-12,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,age,0.8880697206913639,0.02054559455069756,0.0,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,age_sq,-0.011046522145823356,0.00029572642004241617,3.129371716809513e-305,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,recent_marriage,0.03296240773040471,0.6957306572609858,0.9622118772821247,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,fertility_risk_quartile_Q2,-0.20628486782403171,0.03194816762275413,1.0693263859872463e-10,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,fertility_risk_quartile_Q3,-0.8908233696440346,0.04397968772376494,3.287291329884967e-91,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,fertility_risk_quartile_Q4,-0.755432408515394,0.06482760859150045,2.2242562983228557e-31,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,education_level_bachelors,3.3185515242086714,0.034017564519696834,0.0,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,education_level_doctorate,5.956930384379746,0.06863952524921692,0.0,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,education_level_hs_diploma,-0.7429345622454668,0.0395505452523572,1.0359603419110451e-78,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,education_level_less_than_hs,-1.4491866529637836,0.05943951793335867,2.911549846228922e-131,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,education_level_masters,3.767335748455454,0.040029996330132336,0.0,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,education_level_professional,8.618073874166646,0.05957260836842323,0.0,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,education_level_some_college,0.981245025808068,0.03620038497812814,9.250733981269262e-162,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,race_ethnicity_asian,-1.518287434766115,0.130878113032875,4.097353746895003e-31,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,race_ethnicity_black,-0.1455917589135216,0.12925105333530904,0.25998540453233865,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,race_ethnicity_hispanic,0.45027015703074347,0.12825901841613965,0.0004470578637690849,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,race_ethnicity_multiracial_other,0.07097658984225164,0.13411308772301522,0.5966464050456242,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,race_ethnicity_nhpi,0.7368951244661412,0.24342495013507068,0.0024683812700740464,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,race_ethnicity_white_non_hispanic,-0.00383901905290307,0.12814663332283407,0.9761005398547905,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_1.0,1.1420499939513344,2.6087981521237302,0.6615540819847504,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_2.0,1.894385427862113,2.6139740545772816,0.4686271972755616,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_3.0,-7.331574030949451,4.269803706737339,0.08596565921484482,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_4.0,0.961748368437539,2.6083871074351843,0.7123411051288848,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_5.0,1.4465296232460614,2.6098123133620637,0.5793970651755123,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_6.0,-1.35642277582342,2.6077394235679656,0.6029572138223431,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_8.0,0.7605823486165244,2.608324596463487,0.7705940157036993,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_9.0,0.11294179222318146,2.6089674334172015,0.9654704935372015,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_10.0,0.8171547389934695,2.612545971713456,0.7544470996723069,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_11.0,2.169645422594309,2.6102139641911215,0.40585310113810846,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_12.0,0.6663270339939298,2.607864043423928,0.7983317194067713,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_13.0,1.2701381677442192,2.6080854985765622,0.6262582646634001,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_15.0,0.3655115917839237,2.610854520038801,0.8886624443093936,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_16.0,-0.40517502573195185,2.6112234262870007,0.8766898913283989,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_17.0,0.6258552830147279,2.607989892380212,0.8103488087096861,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_18.0,0.9352422702523141,2.6084880120596843,0.7199407346086467,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_19.0,0.8810632319406013,2.6096066716651505,0.7356473594339824,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_20.0,0.9800475578792047,2.6097094819334914,0.7072597427783278,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_21.0,0.9412404871689153,2.6089931065306238,0.7182731532397459,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_22.0,1.0279773003454085,2.60882588996427,0.693552829035822,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_23.0,0.3465548318700227,2.61149880785084,0.8944279548118808,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_24.0,0.8877428344512164,2.6083416143169926,0.7335948192950585,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_25.0,0.5034884563741977,2.608208156889079,0.8469276841566763,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_26.0,0.2525688582056722,2.608177217102799,0.9228556104738084,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_27.0,0.42650070906934123,2.608500200461745,0.8701214994601957,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_28.0,1.1853572360837634,2.609824040576099,0.6496918055777469,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_29.0,1.055963284377135,2.608510982202795,0.6856138719426593,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_30.0,-0.08175842975934411,2.612629046779923,0.9750354412173652,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_31.0,1.097708988715236,2.61068624157162,0.6741439564722487,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_32.0,0.8634237763843666,2.6091529991648112,0.7407041352600993,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_33.0,0.7598798843997765,2.6112200521228264,0.7710470142179868,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_34.0,0.4157239025531211,2.6081508892658074,0.8733583986911568,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_35.0,-0.401204607638844,2.6104589117021497,0.8778532327234363,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_36.0,0.6343347684779053,2.607839196473853,0.8078183410094273,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_37.0,0.9873390164434441,2.6081065348881296,0.7050106433481019,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_38.0,1.0646372809074467,2.6148405717212477,0.6838964975002826,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_39.0,0.7898107806667519,2.6081003418175053,0.7620195372527985,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_40.0,1.3765575764177076,2.6091755369569487,0.5977886354019493,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_41.0,-0.6513662422204051,2.6086810689492803,0.8028257461269167,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_42.0,0.7418821069416144,2.608021564128023,0.7760566653944835,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_44.0,-0.0477910777791995,2.611788847210363,0.9854009529135531,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_45.0,1.1485975874817185,2.608658788979021,0.6597184879376937,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_46.0,1.3046206206016144,2.614871422133755,0.6178334067518185,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_47.0,1.2622153705978483,2.608390589993592,0.6284527914584337,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_48.0,1.6113487636447341,2.6078130983725023,0.5366461517462325,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_49.0,0.0816793501449884,2.6094003238428507,0.9750287301625502,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_50.0,0.0616227010221205,2.615109901053155,0.9812003147775861,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_51.0,1.0964829734189472,2.6081592687698993,0.6741897445861457,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_53.0,0.33002458083633,2.608217449167788,0.8993103500234643,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_54.0,0.5321760600350239,2.6112148347664506,0.838506687559346,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_55.0,0.8426225187948623,2.608536915457968,0.7466763924053555,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_56.0,0.8837864967950011,2.617766350532441,0.7356564661582731,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_76.0,-1.6451266076543611,8.055501502748342,0.8381785002653012,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,state_fips_166.0,-21.537471796344082,10.059726406853699,0.03227743977700434,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,marital_status_married,1.2795532585747738,0.03770038781557242,2.1777489460788913e-252,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,marital_status_never_married,1.144010757777571,0.6963131519583559,0.10039259688024452,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,marital_status_separated,1.2081439753760872,0.07172193675849652,1.1619550155224682e-63,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,marital_status_unknown,4.838867180337478,0.7371896394448139,5.242347606083821e-11,1373693,0.06700397416191384
childless_25_44,usual_hours_week,fertility_risk,marital_status_widowed,1.2251589131334706,0.13554325485927454,1.5848553124244178e-19,1373693,0.06700397416191384
childless_25_44,employment_indicator,fertility_risk,const,0.4999959284165359,1.82092312256264e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,female,0.4999999822711951,1.8388901597597666e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,age,4.8005110303561693e-11,2.757507231205528e-11,0.08170345034307244,1373693,
childless_25_44,employment_indicator,fertility_risk,age_sq,-6.39426879500693e-13,3.969063731464511e-13,0.10717406972204069,1373693,
childless_25_44,employment_indicator,fertility_risk,recent_marriage,2.810317128315587e-09,9.33768216653242e-10,0.002615521485760828,1373693,
childless_25_44,employment_indicator,fertility_risk,fertility_risk_quartile_Q2,6.90465237068727e-11,4.2878926198083563e-11,0.10733979034138712,1373693,
childless_25_44,employment_indicator,fertility_risk,fertility_risk_quartile_Q3,1.310321157133032e-10,5.902691529572958e-11,0.02642771325012546,1373693,
childless_25_44,employment_indicator,fertility_risk,fertility_risk_quartile_Q4,1.8638695795103466e-10,8.700775196926817e-11,0.03217853593741101,1373693,
childless_25_44,employment_indicator,fertility_risk,education_level_bachelors,1.1279825337662253e-10,4.565634735933199e-11,0.013489043519126605,1373693,
childless_25_44,employment_indicator,fertility_risk,education_level_doctorate,-3.859763203495348e-12,9.212387928428378e-11,0.9665803897394624,1373693,
childless_25_44,employment_indicator,fertility_risk,education_level_hs_diploma,-5.791057910986552e-11,5.3082384285537066e-11,0.27529215782461486,1373693,
childless_25_44,employment_indicator,fertility_risk,education_level_less_than_hs,-7.353401221266154e-11,7.977617786438909e-11,0.35665706079358345,1373693,
childless_25_44,employment_indicator,fertility_risk,education_level_masters,5.2517636073279306e-11,5.372587494272486e-11,0.3283163853542154,1373693,
childless_25_44,employment_indicator,fertility_risk,education_level_professional,3.612174448441863e-11,7.995480391299977e-11,0.6514296845546361,1373693,
childless_25_44,employment_indicator,fertility_risk,education_level_some_college,4.0888181729314965e-11,4.858599886379202e-11,0.40003272177646376,1373693,
childless_25_44,employment_indicator,fertility_risk,race_ethnicity_asian,2.1017228929443021e-10,1.7565680185314186e-10,0.23150408993830404,1373693,
childless_25_44,employment_indicator,fertility_risk,race_ethnicity_black,2.880066185539931e-10,1.734730593138008e-10,0.09686674910712886,1373693,
childless_25_44,employment_indicator,fertility_risk,race_ethnicity_hispanic,1.8877966551089642e-10,1.721416091790929e-10,0.272793166098323,1373693,
childless_25_44,employment_indicator,fertility_risk,race_ethnicity_multiracial_other,1.7779444583254644e-10,1.7999859204997297e-10,0.32327299778094476,1373693,
childless_25_44,employment_indicator,fertility_risk,race_ethnicity_nhpi,1.5082425586232517e-10,3.267104578536095e-10,0.6443359773327073,1373693,
childless_25_44,employment_indicator,fertility_risk,race_ethnicity_white_non_hispanic,1.990983766742005e-10,1.7199077260597494e-10,0.2470230992869643,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_1.0,4.085301135006714e-06,3.501373373004951e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_2.0,4.085636847450669e-06,3.5083201607498678e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_3.0,4.2179237869921504e-06,5.730676018210741e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_4.0,4.085311159335303e-06,3.500821693325778e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_5.0,4.0853841322130435e-06,3.5027345197663213e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_6.0,4.085260980848937e-06,3.4999524106467182e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_8.0,4.0853020923103944e-06,3.5007377948257563e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_9.0,4.085336021419916e-06,3.501600572266429e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_10.0,4.085515149222785e-06,3.5064034730560446e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_11.0,4.085406965018135e-06,3.503273591567244e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_12.0,4.085240226006648e-06,3.5001196679889776e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_13.0,4.0852451054715355e-06,3.5004168918942136e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_15.0,4.085435353774758e-06,3.5041333074433696e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_16.0,4.0854770902327975e-06,3.5046284314197227e-09,0.0,1373693,
