suite,outcome,stratifier,stratum,n_obs,raw_variance_ratio,residual_variance_ratio,female_top10_share,male_top10_share,female_top5_share,male_top5_share,top10_share_gap_pp,top5_share_gap_pp,female_to_male_top10_ratio,female_to_male_top5_ratio
V4_onet_context_dispersion,log_annual_earnings_real,time_pressure_quartile,Q3,2415633,0.8180918650253176,0.9349087866343114,0.0616749964059384,0.1755920498040798,0.0262896249843101,0.096711925957925,-0.1139170533981414,-0.07042230097361489,0.35124025532336717,0.27183436503733294
V4_onet_context_dispersion,log_annual_earnings_real,time_pressure_quartile,Q4,2415660,1.3066404930315847,1.2896319392619024,0.0441043284701912,0.1175193249525679,0.0217383453288711,0.0583388471370699,-0.0734149964823767,-0.03660050180819881,0.37529426320302806,0.37262212737587735
V4_onet_context_dispersion,log_annual_earnings_real,time_pressure_quartile,missing,71711,1.1576213754302154,1.334146744997162,0.0365999552910137,0.1380881118750214,0.0165072315206073,0.0702862913164159,-0.1014881565840077,-0.05377905979580859,0.26504783644329216,0.2348570569230178
V4_onet_context_dispersion,log_hourly_wage_real,autonomy_quartile,Q1,2415720,0.8440572378840351,0.8900453227056955,0.0591548243365682,0.1371627083888918,0.0298420406094887,0.0680230500480821,-0.0780078840523236,-0.0381810094385934,0.4312748343292329,0.4387048300303331
V4_onet_context_dispersion,log_hourly_wage_real,autonomy_quartile,Q2,2415723,0.9721008904360492,1.0297551345037346,0.071068218437956,0.117783045433283,0.0364500042409894,0.0579143903390799,-0.046714826995327,-0.021464386098090496,0.6033824153257428,0.6293773279418156
V4_onet_context_dispersion,log_hourly_wage_real,autonomy_quartile,Q3,2415728,0.914450236384864,0.9662785564039172,0.0664562121544156,0.1312896227382204,0.0310137263567878,0.0677394211127506,-0.06483341058380479,-0.036725694755962796,0.5061802354853534,0.45783866834595793
V4_onet_context_dispersion,log_hourly_wage_real,autonomy_quartile,Q4,2415744,0.8653954454876237,0.8908238652170413,0.0657108011713774,0.1518860717507975,0.0305687709805221,0.0794075301603294,-0.0861752705794201,-0.0488387591798073,0.43263217235080265,0.3849606066175537
V4_onet_context_dispersion,log_hourly_wage_real,autonomy_quartile,missing,71714,0.7977181949558858,0.9091487012938956,0.060780409680342,0.1232802917719195,0.0277229383514391,0.0633670038572214,-0.0624998820915775,-0.035644065505782294,0.4930261666868185,0.4374980141700317
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q1,2415714,0.906911761939712,0.9438662929286764,0.0760438383247905,0.1437527140621493,0.0380142468793086,0.0712500862571706,-0.06770887573735879,-0.033235839377861995,0.5289906268615847,0.5335326436251556
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q2,2415735,0.9659356907608432,0.9928487485387516,0.061927414530263,0.1329662699563705,0.0283011889752198,0.067742286442696,-0.07103885542610751,-0.039441097467476205,0.46573777357658375,0.41777729187160084
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q3,2415737,0.7316295026490817,0.859658212225461,0.0638583867826323,0.1622363225853081,0.0316276730670009,0.0816366704335327,-0.0983779358026758,-0.050008997366531804,0.39361337686296416,0.3874199290471021
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q4,2415729,1.118970324206769,1.083483007435996,0.0725492873945447,0.1071007510681737,0.0422929217624021,0.0522646627290367,-0.03455146367362899,-0.009971740966634605,0.6773928910018971,0.8092068245358713
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,missing,71714,0.7977181949558858,0.9091487012938956,0.060780409680342,0.1232802917719195,0.0277229383514391,0.0633670038572214,-0.0624998820915775,-0.035644065505782294,0.4930261666868185,0.4374980141700317
V4_onet_context_dispersion,log_hourly_wage_real,time_pressure_quartile,Q1,2415706,0.9056326635264472,0.9552385227978994,0.0597240874310168,0.1452010202874998,0.0286741284328416,0.0737293755363575,-0.08547693285648299,-0.0450552471035159,0.4113200259389526,0.3889105017402702
V4_onet_context_dispersion,log_hourly_wage_real,time_pressure_quartile,Q2,2415742,0.9340737024996713,0.9664840584258274,0.0621166231107601,0.1398859293372277,0.0293235123158812,0.0718661275953164,-0.0777693062264676,-0.042542615279435196,0.44405197438416744,0.40802966984674777
V4_onet_context_dispersion,log_hourly_wage_real,time_pressure_quartile,Q3,2415733,0.7064323036254601,0.7744001471352275,0.070341619503077,0.1586497279105193,0.031896179033187,0.0862700854656371,-0.08830810840744228,-0.054373906432450096,0.4433768682083759,0.36972467177967283
V4_onet_context_dispersion,log_hourly_wage_real,time_pressure_quartile,Q4,2415734,1.0372736818435848,1.0179424885017885,0.0653721522482855,0.1101724013782509,0.0363688538422594,0.0541171224989577,-0.0448002491299654,-0.017748268656698298,0.5933623251420804,0.6720396828741193
V4_onet_context_dispersion,log_hourly_wage_real,time_pressure_quartile,missing,71714,0.7977181949558858,0.9091487012938956,0.060780409680342,0.1232802917719195,0.0277229383514391,0.0633670038572214,-0.0624998820915775,-0.035644065505782294,0.4930261666868185,0.4374980141700317
