suite,outcome,stratifier,stratum,metric,value,n_obs,occupation_harmonized_code,occupation_harmonized_title,occupation_harmonization_type,occupation_title_vintage,soc_major_group,soc_major_label
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,4230,female_top5_share,0.049086010002407,62719,4230,Maids and housekeeping cleaners,mixed_vintage_mapping,mixed,37,Building and Grounds Cleaning and Maintenance
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,7410,raw_variance_ratio,1.4376424603894815,9850,7410,Electrical power-line installers and repairers,mixed_vintage_mapping,mixed,49,"Installation, Maintenance, and Repair"
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,7410,residual_variance_ratio,1.3298107935340595,9850,7410,Electrical power-line installers and repairers,mixed_vintage_mapping,mixed,49,"Installation, Maintenance, and Repair"
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,7410,male_p90_p10,1.3767800331115723,9850,7410,Electrical power-line installers and repairers,mixed_vintage_mapping,mixed,49,"Installation, Maintenance, and Repair"
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,7410,female_p90_p10,1.7652995586395264,9850,7410,Electrical power-line installers and repairers,mixed_vintage_mapping,mixed,49,"Installation, Maintenance, and Repair"
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,7410,male_p95_p50,0.7290222644805908,9850,7410,Electrical power-line installers and repairers,mixed_vintage_mapping,mixed,49,"Installation, Maintenance, and Repair"
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,7410,female_p95_p50,0.7465100288391113,9850,7410,Electrical power-line installers and repairers,mixed_vintage_mapping,mixed,49,"Installation, Maintenance, and Repair"
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,7410,male_top10_share,0.10244368960181598,9850,7410,Electrical power-line installers and repairers,mixed_vintage_mapping,mixed,49,"Installation, Maintenance, and Repair"
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,7410,female_top10_share,0.07310928873881117,9850,7410,Electrical power-line installers and repairers,mixed_vintage_mapping,mixed,49,"Installation, Maintenance, and Repair"
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,7410,male_top5_share,0.05070487513115617,9850,7410,Electrical power-line installers and repairers,mixed_vintage_mapping,mixed,49,"Installation, Maintenance, and Repair"
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,7410,female_top5_share,0.03478587125475693,9850,7410,Electrical power-line installers and repairers,mixed_vintage_mapping,mixed,49,"Installation, Maintenance, and Repair"
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,split_2010_2340,raw_variance_ratio,0.7928640529057505,20433,split_2010_2340,Other Teachers and Instructors (2010 split bucket),crosswalk_1_to_many_split_bucket,2010,25,Educational Instruction and Library
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,split_2010_2340,residual_variance_ratio,0.7823856713421191,20433,split_2010_2340,Other Teachers and Instructors (2010 split bucket),crosswalk_1_to_many_split_bucket,2010,25,Educational Instruction and Library
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,split_2010_2340,male_p90_p10,1.8130323886871338,20433,split_2010_2340,Other Teachers and Instructors (2010 split bucket),crosswalk_1_to_many_split_bucket,2010,25,Educational Instruction and Library
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,split_2010_2340,female_p90_p10,1.7215995788574219,20433,split_2010_2340,Other Teachers and Instructors (2010 split bucket),crosswalk_1_to_many_split_bucket,2010,25,Educational Instruction and Library
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,split_2010_2340,male_p95_p50,1.0242102146148682,20433,split_2010_2340,Other Teachers and Instructors (2010 split bucket),crosswalk_1_to_many_split_bucket,2010,25,Educational Instruction and Library
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,split_2010_2340,female_p95_p50,0.9643702507019043,20433,split_2010_2340,Other Teachers and Instructors (2010 split bucket),crosswalk_1_to_many_split_bucket,2010,25,Educational Instruction and Library
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,split_2010_2340,male_top10_share,0.1259774605973185,20433,split_2010_2340,Other Teachers and Instructors (2010 split bucket),crosswalk_1_to_many_split_bucket,2010,25,Educational Instruction and Library
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,split_2010_2340,female_top10_share,0.08133181582046818,20433,split_2010_2340,Other Teachers and Instructors (2010 split bucket),crosswalk_1_to_many_split_bucket,2010,25,Educational Instruction and Library
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,split_2010_2340,male_top5_share,0.06854738428422211,20433,split_2010_2340,Other Teachers and Instructors (2010 split bucket),crosswalk_1_to_many_split_bucket,2010,25,Educational Instruction and Library
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,split_2010_2340,female_top5_share,0.036643176942264453,20433,split_2010_2340,Other Teachers and Instructors (2010 split bucket),crosswalk_1_to_many_split_bucket,2010,25,Educational Instruction and Library
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,2310,raw_variance_ratio,1.145432632039292,300465,2310,Elementary and middle school teachers,mixed_vintage_mapping,mixed,25,Educational Instruction and Library
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,2310,residual_variance_ratio,1.2236871432668972,300465,2310,Elementary and middle school teachers,mixed_vintage_mapping,mixed,25,Educational Instruction and Library
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,2310,male_p90_p10,1.1299588680267334,300465,2310,Elementary and middle school teachers,mixed_vintage_mapping,mixed,25,Educational Instruction and Library
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,2310,female_p90_p10,1.2842392921447754,300465,2310,Elementary and middle school teachers,mixed_vintage_mapping,mixed,25,Educational Instruction and Library
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,2310,male_p95_p50,0.679323673248291,300465,2310,Elementary and middle school teachers,mixed_vintage_mapping,mixed,25,Educational Instruction and Library
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,2310,female_p95_p50,0.7833619117736816,300465,2310,Elementary and middle school teachers,mixed_vintage_mapping,mixed,25,Educational Instruction and Library
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,2310,male_top10_share,0.10974176893329238,300465,2310,Elementary and middle school teachers,mixed_vintage_mapping,mixed,25,Educational Instruction and Library
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,2310,female_top10_share,0.09732498951892407,300465,2310,Elementary and middle school teachers,mixed_vintage_mapping,mixed,25,Educational Instruction and Library
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,2310,male_top5_share,0.05407438734827529,300465,2310,Elementary and middle school teachers,mixed_vintage_mapping,mixed,25,Educational Instruction and Library
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,2310,female_top5_share,0.04894972824696518,300465,2310,Elementary and middle school teachers,mixed_vintage_mapping,mixed,25,Educational Instruction and Library
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,0420,raw_variance_ratio,0.8127792933656831,31255,0420,Social and community service managers,mixed_vintage_mapping,mixed,11,Management
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,0420,residual_variance_ratio,0.860091522506179,31255,0420,Social and community service managers,mixed_vintage_mapping,mixed,11,Management
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,0420,male_p90_p10,1.476665735244751,31255,0420,Social and community service managers,mixed_vintage_mapping,mixed,11,Management
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,0420,female_p90_p10,1.3054530620574951,31255,0420,Social and community service managers,mixed_vintage_mapping,mixed,11,Management
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,0420,male_p95_p50,0.9895875453948975,31255,0420,Social and community service managers,mixed_vintage_mapping,mixed,11,Management
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,0420,female_p95_p50,0.9087891578674316,31255,0420,Social and community service managers,mixed_vintage_mapping,mixed,11,Management
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,0420,male_top10_share,0.14406841778482976,31255,0420,Social and community service managers,mixed_vintage_mapping,mixed,11,Management
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,0420,female_top10_share,0.08319122491733033,31255,0420,Social and community service managers,mixed_vintage_mapping,mixed,11,Management
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,0420,male_top5_share,0.07417927115311648,31255,0420,Social and community service managers,mixed_vintage_mapping,mixed,11,Management
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,0420,female_top5_share,0.04081803160369847,31255,0420,Social and community service managers,mixed_vintage_mapping,mixed,11,Management
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,0110,raw_variance_ratio,1.0084616070661674,51331,0110,Computer and information systems managers,mixed_vintage_mapping,mixed,11,Management
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,0110,residual_variance_ratio,1.0111809028961576,51331,0110,Computer and information systems managers,mixed_vintage_mapping,mixed,11,Management
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,0110,male_p90_p10,1.3475568294525146,51331,0110,Computer and information systems managers,mixed_vintage_mapping,mixed,11,Management
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,0110,female_p90_p10,1.385861873626709,51331,0110,Computer and information systems managers,mixed_vintage_mapping,mixed,11,Management
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,0110,male_p95_p50,0.9462792873382568,51331,0110,Computer and information systems managers,mixed_vintage_mapping,mixed,11,Management
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,0110,female_p95_p50,0.8104591369628906,51331,0110,Computer and information systems managers,mixed_vintage_mapping,mixed,11,Management
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,0110,male_top10_share,0.11298069951519302,51331,0110,Computer and information systems managers,mixed_vintage_mapping,mixed,11,Management
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,0110,female_top10_share,0.06688909490079004,51331,0110,Computer and information systems managers,mixed_vintage_mapping,mixed,11,Management
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,0110,male_top5_share,0.058173112356498226,51331,0110,Computer and information systems managers,mixed_vintage_mapping,mixed,11,Management
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,0110,female_top5_share,0.029599248387349147,51331,0110,Computer and information systems managers,mixed_vintage_mapping,mixed,11,Management
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,4700,raw_variance_ratio,0.9647369434791637,185380,4700,First-Line supervisors of retail sales workers,mixed_vintage_mapping,mixed,41,Sales and Related
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,4700,residual_variance_ratio,0.968485120711663,185380,4700,First-Line supervisors of retail sales workers,mixed_vintage_mapping,mixed,41,Sales and Related
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,4700,male_p90_p10,1.5090246200561523,185380,4700,First-Line supervisors of retail sales workers,mixed_vintage_mapping,mixed,41,Sales and Related
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,4700,female_p90_p10,1.4395389556884766,185380,4700,First-Line supervisors of retail sales workers,mixed_vintage_mapping,mixed,41,Sales and Related
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,4700,male_p95_p50,1.143040657043457,185380,4700,First-Line supervisors of retail sales workers,mixed_vintage_mapping,mixed,41,Sales and Related
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,4700,female_p95_p50,1.0691907405853271,185380,4700,First-Line supervisors of retail sales workers,mixed_vintage_mapping,mixed,41,Sales and Related
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,4700,male_top10_share,0.12720152874822266,185380,4700,First-Line supervisors of retail sales workers,mixed_vintage_mapping,mixed,41,Sales and Related
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,4700,female_top10_share,0.06961220026146073,185380,4700,First-Line supervisors of retail sales workers,mixed_vintage_mapping,mixed,41,Sales and Related
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,4700,male_top5_share,0.06375340160069291,185380,4700,First-Line supervisors of retail sales workers,mixed_vintage_mapping,mixed,41,Sales and Related
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,4700,female_top5_share,0.03496552370517961,185380,4700,First-Line supervisors of retail sales workers,mixed_vintage_mapping,mixed,41,Sales and Related
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,3255,raw_variance_ratio,0.899425092618713,250147,3255,Registered nurses,mixed_vintage_mapping,mixed,29,Healthcare Practitioners and Technical
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,3255,residual_variance_ratio,0.9074037172029503,250147,3255,Registered nurses,mixed_vintage_mapping,mixed,29,Healthcare Practitioners and Technical
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,3255,male_p90_p10,1.1901981830596924,250147,3255,Registered nurses,mixed_vintage_mapping,mixed,29,Healthcare Practitioners and Technical
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,3255,female_p90_p10,1.1424305438995361,250147,3255,Registered nurses,mixed_vintage_mapping,mixed,29,Healthcare Practitioners and Technical
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,3255,male_p95_p50,0.8077437877655029,250147,3255,Registered nurses,mixed_vintage_mapping,mixed,29,Healthcare Practitioners and Technical
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,3255,female_p95_p50,0.7177116870880127,250147,3255,Registered nurses,mixed_vintage_mapping,mixed,29,Healthcare Practitioners and Technical
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,3255,male_top10_share,0.14142065605712129,250147,3255,Registered nurses,mixed_vintage_mapping,mixed,29,Healthcare Practitioners and Technical
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,3255,female_top10_share,0.09468641395552244,250147,3255,Registered nurses,mixed_vintage_mapping,mixed,29,Healthcare Practitioners and Technical
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,3255,male_top5_share,0.07759071766711084,250147,3255,Registered nurses,mixed_vintage_mapping,mixed,29,Healthcare Practitioners and Technical
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,3255,female_top5_share,0.04624037959550164,250147,3255,Registered nurses,mixed_vintage_mapping,mixed,29,Healthcare Practitioners and Technical
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,7140,raw_variance_ratio,1.3525142820229992,12116,7140,Aircraft mechanics and service technicians,mixed_vintage_mapping,mixed,49,"Installation, Maintenance, and Repair"
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,7140,residual_variance_ratio,1.3848599869736657,12116,7140,Aircraft mechanics and service technicians,mixed_vintage_mapping,mixed,49,"Installation, Maintenance, and Repair"
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,7140,male_p90_p10,1.2714393138885498,12116,7140,Aircraft mechanics and service technicians,mixed_vintage_mapping,mixed,49,"Installation, Maintenance, and Repair"
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,7140,female_p90_p10,1.4960062503814697,12116,7140,Aircraft mechanics and service technicians,mixed_vintage_mapping,mixed,49,"Installation, Maintenance, and Repair"
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,7140,male_p95_p50,0.71378493309021,12116,7140,Aircraft mechanics and service technicians,mixed_vintage_mapping,mixed,49,"Installation, Maintenance, and Repair"
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,7140,female_p95_p50,0.7846248149871826,12116,7140,Aircraft mechanics and service technicians,mixed_vintage_mapping,mixed,49,"Installation, Maintenance, and Repair"
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,7140,male_top10_share,0.10264004447158102,12116,7140,Aircraft mechanics and service technicians,mixed_vintage_mapping,mixed,49,"Installation, Maintenance, and Repair"
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,7140,female_top10_share,0.05417384223103315,12116,7140,Aircraft mechanics and service technicians,mixed_vintage_mapping,mixed,49,"Installation, Maintenance, and Repair"
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,7140,male_top5_share,0.05083019693255447,12116,7140,Aircraft mechanics and service technicians,mixed_vintage_mapping,mixed,49,"Installation, Maintenance, and Repair"
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,7140,female_top5_share,0.03772678120869879,12116,7140,Aircraft mechanics and service technicians,mixed_vintage_mapping,mixed,49,"Installation, Maintenance, and Repair"
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,9620,raw_variance_ratio,1.0437221878081415,143507,9620,"Laborers and freight, stock, and material movers, hand",mixed_vintage_mapping,mixed,53,Transportation and Material Moving
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,9620,residual_variance_ratio,1.0624059289365966,143507,9620,"Laborers and freight, stock, and material movers, hand",mixed_vintage_mapping,mixed,53,Transportation and Material Moving
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,9620,male_p90_p10,1.373551607131958,143507,9620,"Laborers and freight, stock, and material movers, hand",mixed_vintage_mapping,mixed,53,Transportation and Material Moving
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,9620,female_p90_p10,1.423384189605713,143507,9620,"Laborers and freight, stock, and material movers, hand",mixed_vintage_mapping,mixed,53,Transportation and Material Moving
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,9620,male_p95_p50,0.9421277046203613,143507,9620,"Laborers and freight, stock, and material movers, hand",mixed_vintage_mapping,mixed,53,Transportation and Material Moving
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,9620,female_p95_p50,0.910125732421875,143507,9620,"Laborers and freight, stock, and material movers, hand",mixed_vintage_mapping,mixed,53,Transportation and Material Moving
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,9620,male_top10_share,0.10720490541027967,143507,9620,"Laborers and freight, stock, and material movers, hand",mixed_vintage_mapping,mixed,53,Transportation and Material Moving
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,9620,female_top10_share,0.07259477335076304,143507,9620,"Laborers and freight, stock, and material movers, hand",mixed_vintage_mapping,mixed,53,Transportation and Material Moving
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,9620,male_top5_share,0.05262911976502988,143507,9620,"Laborers and freight, stock, and material movers, hand",mixed_vintage_mapping,mixed,53,Transportation and Material Moving
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,9620,female_top5_share,0.0404167010540907,143507,9620,"Laborers and freight, stock, and material movers, hand",mixed_vintage_mapping,mixed,53,Transportation and Material Moving
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,9645,raw_variance_ratio,1.0116849273215271,89779,9645,Stockers and order fillers,mixed_vintage_mapping,mixed,53,Transportation and Material Moving
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,9645,residual_variance_ratio,1.01659609341789,89779,9645,Stockers and order fillers,mixed_vintage_mapping,mixed,53,Transportation and Material Moving
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,9645,male_p90_p10,1.346901535987854,89779,9645,Stockers and order fillers,mixed_vintage_mapping,mixed,53,Transportation and Material Moving
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,9645,female_p90_p10,1.3586499691009521,89779,9645,Stockers and order fillers,mixed_vintage_mapping,mixed,53,Transportation and Material Moving
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,9645,male_p95_p50,0.8697824478149414,89779,9645,Stockers and order fillers,mixed_vintage_mapping,mixed,53,Transportation and Material Moving
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,9645,female_p95_p50,0.8753807544708252,89779,9645,Stockers and order fillers,mixed_vintage_mapping,mixed,53,Transportation and Material Moving
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,9645,male_top10_share,0.10927011514922011,89779,9645,Stockers and order fillers,mixed_vintage_mapping,mixed,53,Transportation and Material Moving
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,9645,female_top10_share,0.08483099102744128,89779,9645,Stockers and order fillers,mixed_vintage_mapping,mixed,53,Transportation and Material Moving
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,9645,male_top5_share,0.05290529572777384,89779,9645,Stockers and order fillers,mixed_vintage_mapping,mixed,53,Transportation and Material Moving
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,9645,female_top5_share,0.04529391873130717,89779,9645,Stockers and order fillers,mixed_vintage_mapping,mixed,53,Transportation and Material Moving
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,8620,raw_variance_ratio,1.240288577866008,7359,8620,Water and wastewater treatment plant and system operators,mixed_vintage_mapping,mixed,51,Production
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,8620,residual_variance_ratio,1.2220713411409,7359,8620,Water and wastewater treatment plant and system operators,mixed_vintage_mapping,mixed,51,Production
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,8620,male_p90_p10,1.0919609069824219,7359,8620,Water and wastewater treatment plant and system operators,mixed_vintage_mapping,mixed,51,Production
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,8620,female_p90_p10,1.1394343376159668,7359,8620,Water and wastewater treatment plant and system operators,mixed_vintage_mapping,mixed,51,Production
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,8620,male_p95_p50,0.6803708076477051,7359,8620,Water and wastewater treatment plant and system operators,mixed_vintage_mapping,mixed,51,Production
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,8620,female_p95_p50,0.800588846206665,7359,8620,Water and wastewater treatment plant and system operators,mixed_vintage_mapping,mixed,51,Production
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,8620,male_top10_share,0.10175229289389308,7359,8620,Water and wastewater treatment plant and system operators,mixed_vintage_mapping,mixed,51,Production
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,8620,female_top10_share,0.08258996869630711,7359,8620,Water and wastewater treatment plant and system operators,mixed_vintage_mapping,mixed,51,Production
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,8620,male_top5_share,0.05027216464096637,7359,8620,Water and wastewater treatment plant and system operators,mixed_vintage_mapping,mixed,51,Production
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,8620,female_top5_share,0.04594346505990068,7359,8620,Water and wastewater treatment plant and system operators,mixed_vintage_mapping,mixed,51,Production
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,split_2010_3600,raw_variance_ratio,0.7627142749414533,59147,split_2010_3600,"Nursing, Psychiatric, and Home Health Aides (2010 split bucket)",crosswalk_1_to_many_split_bucket,2010,31,Healthcare Support
V5_occupation_dispersion,log_hourly_wage_real,occupation_harmonized_code,split_2010_3600,residual_variance_ratio,0.8196836506411265,59147,split_2010_3600,"Nursing, Psychiatric, and Home Health Aides (2010 split bucket)",crosswalk_1_to_many_split_bucket,2010,31,Healthcare Support
